Gene	interactors
MRPS35	ABCC2, AIP, ATP1B1, ATP6V1C1, AURKAIP1, BRIP1, C16orf80, C17orf89, C1QBP, C21orf33, CDV3, COQ4, COQ5, DAP3, GADD45GIP1, GRSF1, HES1, HNRNPM, HNRNPR, HNRNPU, HNRNPU-AS1, ICT1, ILF2, ILF3, LAMTOR3, LRPPRC, MDH2, MPP4, MRP63, MRPL11, MRPL12, MRPL13, MRPL14, MRPL15, MRPL16, MRPL17, MRPL18, MRPL19, MRPL2, MRPL20, MRPL21, MRPL22, MRPL23, MRPL24, MRPL27, MRPL28, MRPL3, MRPL30, MRPL32, MRPL33, MRPL34, MRPL35, MRPL36, MRPL37, MRPL38, MRPL4, MRPL40, MRPL42, MRPL43, MRPL44, MRPL45, MRPL46, MRPL47, MRPL48, MRPL49, MRPL50, MRPL51, MRPL53, MRPL54, MRPL9, MRPS10, MRPS11, MRPS12, MRPS14, MRPS15, MRPS16, MRPS17, MRPS18A, MRPS18B, MRPS18C, MRPS2, MRPS22, MRPS23, MRPS24, MRPS25, MRPS26, MRPS27, MRPS28, MRPS30, MRPS31, MRPS33, MRPS34, MRPS35, MRPS5, MRPS6, MRPS7, MRPS9, NDUFA7, NDUFB6, NDUFB9, NPC1, PET112, PGD, PTCD3, RBM27, RPL13, RPLP1, RPS12, RPS19, RPS28, RRP1, SCP2, SLC1A5, SLC25A10, SNRPG, SRPRB, SYNCRIP, TIAL1, TRA2A, TRMT10B, TRUB2, YBX1, ZC3H18, ZC3H3
MRPS36	COLGALT2, DLD, EIF4H, HSPA1L, SNRNP70, TRMT61B
MRPS5	AIP, AURKAIP1, BRIP1, C1QBP, CCDC59, CORO1C, DAP3, E4F1, EEF2, FLOT1, GADD45GIP1, GALNT2, HNRNPA1, HNRNPR, ICT1, ILF3, MPP4, MRP63, MRPL11, MRPL13, MRPL14, MRPL15, MRPL16, MRPL17, MRPL18, MRPL19, MRPL2, MRPL20, MRPL21, MRPL22, MRPL23, MRPL24, MRPL27, MRPL28, MRPL3, MRPL30, MRPL32, MRPL33, MRPL34, MRPL35, MRPL36, MRPL37, MRPL38, MRPL4, MRPL40, MRPL42, MRPL43, MRPL44, MRPL45, MRPL46, MRPL47, MRPL48, MRPL49, MRPL50, MRPL51, MRPL53, MRPL54, MRPL9, MRPS10, MRPS11, MRPS12, MRPS14, MRPS15, MRPS16, MRPS17, MRPS18A, MRPS18B, MRPS18C, MRPS2, MRPS21, MRPS22, MRPS23, MRPS24, MRPS25, MRPS26, MRPS27, MRPS28, MRPS30, MRPS31, MRPS33, MRPS34, MRPS35, MRPS6, MRPS7, MRPS9, NOL12, PSMC1, PTCD1, PTCD3, RBM42, RPL13, RPL17, RPL23, RPL6, RPS12, RPS8, SDHB, TMEM43, TRA2A, TRMT10B, TUFM, YBX1, ZBTB48, ZC3H3, ZMPSTE24, ZNF331, ZNF707
MRPS6	AIP, AURKAIP1, BRIP1, DAP3, GADD45GIP1, ICT1, MKRN3, MRP63, MRPL11, MRPL13, MRPL14, MRPL15, MRPL16, MRPL17, MRPL18, MRPL19, MRPL2, MRPL20, MRPL21, MRPL22, MRPL23, MRPL24, MRPL27, MRPL28, MRPL3, MRPL30, MRPL32, MRPL33, MRPL34, MRPL35, MRPL36, MRPL37, MRPL38, MRPL4, MRPL40, MRPL42, MRPL43, MRPL44, MRPL45, MRPL46, MRPL47, MRPL48, MRPL49, MRPL50, MRPL51, MRPL53, MRPL54, MRPL9, MRPS10, MRPS11, MRPS12, MRPS14, MRPS15, MRPS16, MRPS17, MRPS18A, MRPS18B, MRPS18C, MRPS2, MRPS22, MRPS23, MRPS24, MRPS25, MRPS26, MRPS28, MRPS30, MRPS31, MRPS33, MRPS34, MRPS35, MRPS5, MRPS7, MRPS9, PTCD3, RPL13, RPS12, RWDD2A, SRPK2, STAT5B, TRA2A
MRPS7	ACTA2, AIP, AK2, AURKAIP1, BRIP1, C1QBP, CALU, DAP3, EEF1A1, GADD45GIP1, GFM1, GPC6, GRSF1, HNRNPAB, ICT1, MRP63, MRPL1, MRPL11, MRPL13, MRPL14, MRPL15, MRPL16, MRPL17, MRPL18, MRPL19, MRPL2, MRPL20, MRPL21, MRPL22, MRPL23, MRPL24, MRPL27, MRPL28, MRPL3, MRPL30, MRPL32, MRPL33, MRPL34, MRPL35, MRPL36, MRPL37, MRPL38, MRPL4, MRPL40, MRPL42, MRPL43, MRPL44, MRPL45, MRPL46, MRPL47, MRPL48, MRPL49, MRPL50, MRPL51, MRPL53, MRPL54, MRPL9, MRPS10, MRPS11, MRPS12, MRPS14, MRPS15, MRPS16, MRPS17, MRPS18A, MRPS18B, MRPS18C, MRPS2, MRPS22, MRPS23, MRPS24, MRPS25, MRPS26, MRPS27, MRPS28, MRPS30, MRPS31, MRPS33, MRPS34, MRPS35, MRPS5, MRPS6, MRPS9, NDUFB10, POLR3A, PSMA5, PTCD3, RNMTL1, RPL11, RPL13, RPL17, RPL23A, RPL6, RPL8, RPS12, RPS15A, TOM1L1, TP53BP1, TRA2A, TRMT10B, TUFM, YBX1, ZNF707
MRPS9	AIP, AURKAIP1, BRIP1, C1QBP, C2, DAP3, EWSR1, GADD45GIP1, HNRNPC, HNRNPM, HNRNPR, ICT1, ILF3, LAMTOR3, MPP4, MRP63, MRPL11, MRPL12, MRPL13, MRPL14, MRPL15, MRPL16, MRPL17, MRPL18, MRPL19, MRPL2, MRPL20, MRPL21, MRPL22, MRPL23, MRPL24, MRPL27, MRPL28, MRPL3, MRPL30, MRPL32, MRPL33, MRPL34, MRPL35, MRPL36, MRPL37, MRPL38, MRPL39, MRPL4, MRPL40, MRPL42, MRPL43, MRPL44, MRPL45, MRPL46, MRPL47, MRPL48, MRPL49, MRPL50, MRPL51, MRPL53, MRPL54, MRPL55, MRPL9, MRPS10, MRPS11, MRPS12, MRPS14, MRPS15, MRPS16, MRPS17, MRPS18A, MRPS18B, MRPS18C, MRPS2, MRPS21, MRPS22, MRPS23, MRPS24, MRPS25, MRPS26, MRPS27, MRPS28, MRPS30, MRPS31, MRPS33, MRPS34, MRPS35, MRPS5, MRPS6, MRPS7, NOL12, NPLOC4, NSA2, PSMA4, PSMA5, PSMB1, PSMB2, PSMB8, PTCD3, RPL13, RPL6, RPS12, RPS18, RPS8, SDHA, SLC3A2, SNRPC, STRBP, TRA2A, TRMT10B, ZC3H3, ZNF574, ZNF707
MRRF	ATR, BANP, CD14, CDV3, CLPP, DBT, IBA57, LYRM7, MMAB, MRPL53, NDUFA2, NDUFA7, NFS1, PPIB, PPIF, RBMS1, RPS19, SARNP, SCP2, SLIRP, SRPRB, TSFM, WIPI2
MRS2	C1orf63, LHX4, NGEF, UBR5
MRTO4	ADARB1, BRIX1, CEBPA, DDX21, DDX24, DDX56, EBNA1BP2, EFTUD2, EIF2S2, FBL, FTSJ3, GNL2, GTPBP4, H2AFY2, HIST1H1C, KIAA0020, KRR1, MRPL1, NGB, NHP2L1, NIFK, NMD3, NOC2L, NOL10, NOP2, NSA2, PES1, PML, RARA, RPL10A, RPL23A, RPL24, RPL27, RPL31, RPL5, RRP15, RSL24D1, SDAD1, SUPT5H, VAPA, WDR12, XPO1, XPO5, ZNF622
MRVI1	ITPR1, PRKG1
MS4A1	AKT1, C9orf16, CBLB, CD40, CSNK2A1, CSNK2A2, CSNK2A3, EIF4E2, FCER1A, FMNL1, FYN, GRB2, HLA-DRA, HSP90AA1, KRT80, LCK, LYN, MDM2, PRC1, PRDM1, PRKCD, PTPN11, PTPN6, SLK, SYK, TMEM82, TMEM86A, TNFRSF10A, VAV1, ZC2HC1C
MS4A12	DLD, MALL, PLLP
MS4A13	BEST1, GJB6
MS4A2	AKT1, C9orf16, CBLB, CD40, CSNK2A1, CSNK2A2, CSNK2A3, EIF4E2, FCER1A, FMNL1, FYN, GRB2, HLA-DRA, HSP90AA1, KRT80, LCK, LYN, MDM2, PRC1, PRDM1, PRKCD, PTPN11, PTPN6, SLK, SYK, TMEM82, TMEM86A, TNFRSF10A, VAV1, ZC2HC1C
MS4A3	CDK2, CDKN3, CLDN6, SLC22A14, SMIM3, TM4SF18, TMEM182
MS4A4A	HRG, NRG1
MS4A4E	ACP1, AHCYL1, BAG1, CCDC84, CCS, COX5B, FABP7, FAM49B, GINS4, GLOD4, GOT1, MTAP, NUDCD2, PCBP1, PSMA1, RAD23B, RCN1, RPAP1, SEC24C, SENP2, SEPHS1, SERPINB5, SLU7, SNX3, SOD1, SUGT1, SUMO1, TAGLN2, TMOD3, WDR82
MS4A6A	GPRC5D
MS4A6E	GJB2, UBE2J1
MS4A7	CPNE7, DRAM1, HRG, NRG1
MS4A8	CPNE7, DRAM1
MSANTD2	PCGF6
MSANTD3	EIF4A3, GNAS, MAGOH, MAGOHB, PA2G4, PFN2, TMEM129, TP53BP1, VSTM2A
MSANTD4	GNGT1, RALBP1
MSC	ID2, TCF12, TCF3, TCF4
MSGN1	ATP11B, DNALI1, ID1, ID3, MYL9, OST4
MSH2	AARS, ABCC1, AKT1, ANAPC10, ANAPC15, ANAPC16, ANAPC4, ANAPC5, ANAPC7, ANXA6, APPBP2, ATM, ATP6V1B2, ATR, ATRIP, BACH1, BARD1, BLM, BRCA1, BRIP1, CBX4, CDC14B, CDC20, CDC23, CDC26, CDC27, CDC5L, CDCA7L, CDS1, CHEK1, CHEK2, CIAPIN1, CUL2, DHX15, DNAJC9, DPYSL3, DTL, DVL1, E2F3, EIF3B, EPHA2, ERCC1, ERCC4, ESR1, ESR2, EXO1, FAF2, FAH, FANCA, FANCD2, FBXO5, FEN1, FGFR4, HMGB1, HNRNPD, HRH2, HUS1, IK, JUP, KDM4C, KIAA1430, LEF1, MAX, MCM8, MCM9, MGMT, MLH1, MRE11A, MSH3, MSH6, MUTYH, MYC, NAPB, NBN, NEK2, NMD3, PC PFDN4, PMS1, PMS2, PMS2CL, POLK, POLQ, PRKCZ, PYCR2, RAD1, RAD21, RAD50, RAD51, RAD9A, RAF1, RBM25, RECQL, REV1, RFC1, RNASE3, RPA1, RPGRIP1L, RPLP0, RPS24, RPS5, SART1, SEPT9, SLX4, SMARCA5, SNX27, SRSF11, SRSF5, SRSF7, ST13, SUMO2, SUMO3, SUPT16H, TIPRL, TOP2B, TP53, TPP2, TPT1, TREX1, TRIP13, UBXN8, UHRF1, USP10, XPA, XRCC6, ZW10, PC E2F3, PFDN4
MSH3	APLF, BARD1, BRCA1, EXO1, FOXA1, HUS1, KARS, KATNB1, LMO2, MCM9, MLH1, MSH2, MSH6, ORAOV1, OTUD7B, PC PMS2, PMS2CL, PROKR1, RAD1, RAD9A, RPA1, SLC39A9, SNX8, TSC22D2, UHRF2, XPA, PMS2, PC ORAOV1
MSH4	ABL1, EIF3F, GPS2, MLH1, MLH3, MSH5, RAD51, RPA1, VCP, VHL
MSH5	ABL1, GPS2, MSH4
MSH6	AKR7A2, ANKRD17, ATM, ATP6V1B2, ATR, BARD1, BLM, BRCA1, CDC5L, CHAF1A, CHEK1, CLSPN, DTL, FAF2, FEN1, GANAB, HDGF, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HRAS, HUS1, HYOU1, KANK2, KRAS, MAP2K1, MCM9, MLH1, MORF4L1, MRE11A, MSH2, MSH3, MUTYH, NANS, NBN, PC PMS1, PMS2, PMS2CL, POLE, POLK, POLQ, PRDX1, PRDX2, PRKCZ, PRKDC, PSMD4, RAD1, RAD21, RAD50, RAD51, RAD9A, RFC1, SAMHD1, SLX4, SMC3, SUPT16H, SUPT5H, TDPX2, TOPBP1, TP53, UHRF1, XRCC5, XRCC6, YY1, PMS1, PC HRAS
MSI1	LOXL3
MSI2	ANKRD40, ANXA13, CCR4, CNOT2, CNOT6, CNOT6L, CTSB, EIF3G, FKBP1A, HNRNPA1, HNRNPH1, ICK, LOXL3, MDM2, NLK, PABPC1, PABPC4, PIN1, RAB7A, RBFOX2, RHOBTB2, RNF157, STIP1, TIMM10B, TP53, UBE2L3, UBL5, UFM1, WDR1
MSL1	AHCYL2, CDK9, HIST2H2BE, HIST3H2BB, HORMAD1, KAT8, KPNB1, MDC1, MORF4L1, MRGBP, MSL2, NUPR1, PAF1, PBK, PPM1G, RAN, RNF20, RNF40, SMARCC1, SNW1, TP53BP1, UBE2D3
MSL2	CDK9, HBA1, HBA2, HBB, HBD, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST2H2BE, HIST2H3D, HIST3H2BB, HIST4H4, KAT8, MSL1, PAF1, RNF20, RNF40, TP53, UBE2D3
MSLN	APPBP2, ATP6V1A, DDX31, LAMTOR3, MPV17, MRPL1, MRPL16, MRPL28, MUC16, NDUFB5, NDUFB9, RALA, RNMTL1, ZBTB43
MSMB	SGTA
MSMO1	CYP4F22, DDRGK1, EIF3A, EIF3F, GPR52, IMMT, P2RX5, PDHA2, TMPRSS11B
MSR1	COL4A2, COLGALT2, HK3, HOOK3, HSPA1A, HSPA1B, IKBIP, LEPROTL1, MALL, NKG7, TRAF6
MSRA	ARNTL2, DRD2, EFCAB11, FBXL3, HSPE1, IRF3, SELENBP1
MSRB1	CLU, FAP, IFT88, TRPM2
MSRB2	ADAM10, C14orf159, C15orf48, CECR5, NEDD8
MSRB3	AZI1, AZIN1, BTBD9, C1QL1, DCUN1D4, GAPDH, KLHL6, KLHL7, MAPK8IP2, PRDM4, RBP4, SPOP, WDR61
MSS51	DNAJB13, SEMG1, SEMG2
MST1	ABL1, ADCYAP1, AIM1, AKAP12, AKT1, AURKB, BTRC, CASP3, CDK3, CDKN3, CNKSR1, CSN1S1, CTTNBP2NL, DAXX, DYRK2, ERC1, FBXW11, FGFR1OP2, FOXO1, FOXO3, H2AFX, HIST2H2BE, HIST3H2BB, HK2, HSPE1-MOB4, KIF2A, KIF2C, KIF3B, KIF3C, KLK3, KLKB1, LATS1, LATS2, MAP1B, MAP1S, MARK1, MBP, MOB1A, MOB1B, MOB4, MST1, MST1R, NEURL4, PRKRIR, RAB8A, RASSF1, RASSF2, RASSF3, RASSF4, RASSF5, RASSF6, S100A13, SAV1, SCRIB, SGMS1, SIRT1, SLMAP, SNX5, ST14, STK11, STK3, STK4, STRIP1, STRN, STRN3, STRN4, TAOK1, TMPRSS11D, TNC, TNNC1, TNNI3, TNNT2, TP53, XPO6, ZNF133, ZNF695
MST1R	AKT1, CBL, EPOR, FURIN, GAB1, GRB2, HSP90AA1, HSPA8, HYAL2, JAK2, MST1, PIK3R1, PLCG1, PLXNB1, PLXNB2, PPP1CA, RELA, SFN, SHC1, SRC, STUB1, YES1, YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ
MSTN	ACVR2B, BMP1, FOXO3, FST, FSTL3, FURIN, PCP2, SGTA, TCAP, WFIKKN1, WFIKKN2
MSTO1	AGPAT9, ARHGAP25, CACNG2, HDDC3, LPCAT1
MSX1	AES, CREBBP, DLX2, DLX5, HOXC8, LHX2, MSX2, PAX3, PAX9, PIAS1, POU2F1, RGS7, SENP2, SP1, SUMO1, SUMO2, SUMO3, TBP, TLE1, TLE4, TP53
MSX2	ANKRD40, CEBPA, DLX2, DLX5, GTF2F1, GTF2F2, HBS1L, KMT2A, MSX1, PIAS2, PITX2, POU2F2, PPIE, PRDM4, RUNX2, SPEN, XRCC5, XRCC6, ZBTB17, ZNF703
MT1A	ARRB1, GNAI1, TP53
MT1B	KRTAP5-8, SMCP
MT1F	NOP2
MT1G	SPINK7
MT1H	DNAJC1, SERPINB5, SPINK7
MT1M	SMCP, SPINK7
MT1X	C14orf39
MT2A	ADAMTS4, ARF6, LAMTOR5, NEDD4L, PKD1, PRKD1, RIN3, SPINK7, TENC1, USP21, USP25, ZNF16
MT3	TTR
MTA1	ATL1, ATR, BCL11A, BCL11B, BLOC1S1, CCNH, CDK2AP1, CDK7, CDKN2A, CHD3, CHD4, CHD5, CHD7, CPNE5, CSNK1G2, DNMT1, DNMT3B, EP300, ESR1, FAM219A, FOXK1, FOXK2, FOXP1, GATAD2A, GATAD2B, GRB2, HDAC1, HDAC2, HIC1, HIF1A, HIST2H3D, HIST3H3, HSF1, ITGB3BP, JUN, KDM1A, KPNA2, KPNA4, L3MBTL2, LMO4, LOR, LOXL2, LRRK2, MBD2, MBD3, MBD3L1, MDM2, MNAT1, MTA2, MTA3, NACC2, PARK7, PHF20L1, PITX3, PTX3, RBBP4, RIT1, SETD2, SH3GLB1, SIN3A, SIX3, TCF19, TP53, TRIM25, TRIM33, TSHZ3, TXNIP, UBE2I, UBE3C, UBE4A, ZBTB46, ZEB2, ZFPM1, ZFPM2, ZMYND8, ZNF219, ZNF408, ZNF423, ZNF512B, ZNF521, ZNF827
MTA2	AGO2, APPL1, APPL2, ATL1, ATR, BANF1, BCL11A, BCL11B, BCRP1, BRCA1, BRCA2, CAMK2D, CDC5L, CDK2AP1, CHD3, CHD4, CHD5, CHD7, CPNE5, CSNK1E, DNMT1, DNMT3B, DPY30, EHBP1L1, EHMT2, ESR1, FAM219A, FAM64A, FKBP3, FOXK1, FOXK2, GATAD1, GATAD2A, GATAD2B, GET4, GPHN, GTF2E2, HDAC1, HDAC2, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST3H3, HIST4H4, HMG20A, HNRNPD, HNRNPM, HNRNPR, KDM1A, KDM5B, KPNA2, KPNA3, KPNB1, KRT71, L3MBTL2, LARP7, LOR, LOXL2, LSMD1, MAP4, MBD2, MBD3, MBD3L1, MTA1, MTA3, MYPN, NAA38, NACC2, NR3C1, NR4A1, PARK7, PCNT, PHF20L1, POLR2A, POLR2C, PPP4R1, PTOV1, RABEP2, RARA, RBBP4, RFX3, RIT1, RTCB, SAP30, SATB1, SATB2, SIN3A, SPAG9, SPEN, TCF19, TCF20, TOP2B, TP53, TRIM28, TSSC4, TWIST1, XPO1, XYLT2, YY1, ZBTB16, ZBTB7A, ZDHHC1, ZEB2, ZFPM2, ZGPAT, ZMYND8, ZNF219, ZNF800, ZNF827
MTA3	BCL6, CDK13, CDK2AP1, CGB2, CHD3, CHD4, CHD5, FAM219A, FOXK1, FOXK2, GATAD2A, GATAD2B, GRB2, HDAC1, HDAC2, IKZF1, JUN, KDM1A, KDM5B, KRT71, MBD2, MBD3, MBD3L1, MTA1, MTA2, NACC2, PHF20L1, RAD21, RBBP4, TCF19, TCF20, ZFPM2, ZMYND8, ZNF219, ZNF800, ZNF827
MTAP	ANXA6, ARF4, ASS1, ATP6V1A, CARKD, CENPH, CHRAC1, CNN2, CSE1L, CUTA, DAZAP1, EIF2B1, EMC3, FAM49B, GLRX, GMPS, GNPDA2, GOT1, HINT1, LYPLA2, MS4A4E, MTPN, MYLIP, NEURL4, PCMT1, PNP, PPIL3, RAB1A, RBM12, SNX3, SUMO3, SUMO4, TAGLN2, TAGLN3, TALDO1, UBE2D2, UBE2H, UBE3A, UFM1, UROD
MTBP	CCNA2, COX5A, MDM2, RRM1
MTCH1	ATP1A1, ATP1B1, ATP1B3, ATP5A1, ATP5D, ATP5F1, ATP5L, ATP5O, ATP6V0D1, C15orf48, C17orf89, EDEM1, EWSR1, FAS, FASN, FGFR1OP2, HNRNPU, HNRNPU-AS1, ILVBL, LAMTOR3, NDUFS1, NDUFV1, POR, PRPF19, PSEN1, PSMC1, PSMC2, PSMC3, PSMC4, PSMC6, PSMD11, PSMD14, PSMD2, PSMD3, PSMD7, RPN1, SDHA, SLC25A3, TIMMDC1, TOMM22, TOMM40, TPM3, TSPAN2, USP7, VDAC1, VDAC2, VDAC3
MTCH2	ADCK1, ALDH3A2, APOC1, ATP1A1, ATP1B1, ATP1B3, ATP2A2, ATP5A1, ATP5B, ATP5C1, ATP5F1, ATP5L, ATP5O, ATP6V0D1, C14orf2, C15orf48, C17orf89, CD14, CHCHD10, CHCHD2, CLTC, COQ9, COX6B1, DUSP23, FAM219B, FMNL1, GIP, GLP1R, GNAI2, HNRNPU, HNRNPU-AS1, LMAN1, MRPL2, MRPL37, NDUFA12, NDUFA2, NDUFA4, NDUFA6, NDUFAF4, NDUFB5, NDUFB8, NDUFB9, NDUFS1, NDUFS2, NDUFS3, OCIAD1, OPA3, OXCT1, PHB, PHB2, PLIN3, POR, PTPMT1, RAB1A, RPN1, SDHB, SDHC, SGPL1, SLC1A5, SLC25A3, SUCNR1, TOMM22, TOMM40, UBXN8, UQCRC2, VDAC1, VDAC2, VDAC3, WNT4, XRN1
MTDH	AGO2, BTRC, CREBBP, EP300, HIF1AN, IL8, JUN, MTUS2, NR2E1, PLEC, RELA, SIRT2, SND1, SNN, TOPORS, ZBTB16, ZYG11B
MTERF	PNPO, TMEM128
MTERFD1	ABCB8, ATXN10, CISD3, COQ10A, DDRGK1, DDX28, FASTKD2, HIGD1C, MINOS1-NBL1, MRPL4, NBL1, PBX3, RNF157, RPL6, SCAMP1, SDHA, SLC50A1, TRUB2, UPF2
MTERFD2	CA10, INSL3, MND1, NSUN4, RLF
MTERFD3	HDGFRP3, PPM1A, SACM1L
MTF1	AP1M1, AURKA, CAP1, CDK1, CREBBP, DERL1, DERL2, DERL3, EP300, HDAC1, HPGDS, ICOS, PIN1, PLK1, SIN3B, TGOLN2, TRAF3, UBL5
MTF2	ADAM30, CDKN2D, EED, EZH1, EZH2, JARID2, PIK3R3, RLN3, SPDL1, SUZ12, TGDS
MTFMT	C21orf33, C2orf47, CCDC58, CECR5, DUSP23, HES1, PRSS35, PTPMT1, TRUB1, VCP, VCPIP1
MTFP1	TM2D3, TMEM108, TOR1AIP2
MTFR1	ATG14, CENPO, CLK1, COLEC11, DIABLO, FGL2, PLGRKT, SYT14L, SYT16, TOMM20, TOMM22
MTFR1L	ARMC1, HAUS2, LIG1, LRIG1, OLFM4
MTFR2	GUCY1B3, KLHDC2, SCNN1D, SIRT1, TH, TMOD4, TOMM20, TOMM22
MTG1	DOCK8, ERICH1, ISLR, TRIP13
MTG2	ATP5D, CLPP, MTIF2, OXLD1, PREP, SIRT3
MTHFD1	ABCF2, ACSL3, ALDH18A1, CA10, CDH2, CNN1, DBN1, EIF3G, FAF2, GAA, IARS2, ICT1, KDM1A, MEX3C, MRPL23, MRPL49, NLE1, PAPOLA, PC, PFKL, PFKP, PGD, PHGDH, PPT2, PRKCDBP, PRPF19, PRPH, RNF169, RPL32, RPL35A, RPL7, RPLP0, SAP130, SAR1A, SARS, SARS2, SF3B3, SFXN1, SLC7A6OS, SNRNP70, TMEM165, XPNPEP1
MTHFD1L	BPHL, CNN1, CNN3, FASTKD3, HGS, ISOC1, PAPOLA, PAPOLB, TAGLN2, XPNPEP1
MTHFD2	ACAA1, ACADL, CLIC1, DHX29, DHX40, GCC1, MINOS1, MTHFD2L, NAGK, RAE1, SRP9, TFCP2, UBP1
MTHFD2L	CST4, HDHD3, HENMT1, MTHFD2, PROSER2, SRP9
MTHFR	CDCA8, GDF10, KCNV2, LSMD1, NAA38, NOX5, OR52J3, RASSF1, SMPD2, SPATA19, TIGD6, ZNF556
MTHFS	NDUFS3, NIT1, PLCL2
MTHFSD	LRIF1, REEP5, RIF1, SEC23IP
MTIF2	ACAA2, ARHGEF26, CSNK2B, DHRS4, DHRS4L2, DIRAS3, HSD17B8, LDHAL6B, MTG2, PDHX, PDX1, TRIM43, TRIM43B, TRMT61B, TSC22D2, TSFM
MTIF3	PEA15
MTL5	NRF1
MTMR10	PSMB4
MTMR11	DNAJA3
MTMR12	HAUS8, MAPK3, MTMR2, NPLOC4, RTCB, UFD1L
MTMR14	ARNT, ATXN10, GABARAP, HSD17B12, IDE, MAP1LC3B, MIA3, PDP1, PLS1, POSTN, RAB10, SCCPDH, TP53BP2, WDR54
MTMR2	EHD4, HSF1, LRSAM1, MTMR12, NEFL, RFC5, SBF1, SBF2, SZRD1
MTMR3	ATM, DNAJC10, EXOSC1, EXOSC7, EXOSC8, GOLGA2, HDAC11, MLST8, MTMR4, MTOR, PLK1, PNO1, RPTOR
MTMR4	ATP6V1G3, AURKA, CDO1, CEP55, GOLGA5, MTMR3, NEDD4, PRKCI, RPF1, SMAD2, SMAD3, SMG7, TBRG4, TMEM160
MTMR6	ALKBH4, BHMT, CDA, FHIT, HIP1R, KCNJ5, MTMR7, MTMR9, NMI, STK25, ZWINT
MTMR7	ARNT, C2, CCNH, HNRNPC, MIA3, MTMR6, MTMR9, RALGAPA2, SNRPC, STXBP3, TSR3, VIPAS39, VPS33B, YEATS4
MTMR9	ATPIF1, CDA, DSP, EMILIN1, FAM169A, KCTD17, MTMR6, MTMR7, NMI
MTNR1A	GIP, GNA11, GNA13, GNAI2, GNAI3, MTNR1B, RGS20
MTNR1B	MTNR1A, RGS20
MTO1	FASTKD3, RABL2A, RBP4, THUMPD1
MTOR	ABL1, ACAP3, AKT1, AKT1S1, AMBRA1, BCL2L1, BRAT1, CASP8, CHUK, CLIP1, CLK2, CLN6, DCP2, DDB1, DEPTOR, DIAPH1, EGFR, EIF3B, EIF3F, EIF4E, EIF4EBP1, EIF4EBP2, EP300, ESR1, FBXO30, FBXO8, FBXO9, FBXW7, FKBP1A, FKBP3, FKBP4, FKBP5, FKBP8, GADD45A, GNB1, GNB2, GNB3, GNB5, GNG2, GPHN, GTF3C1, GTF3C2, GTF3C5, HEMGN, HSPA4, HTR6, HTT, IKBKB, ILK, IRS1, IRS2, LAMTOR1, LAMTOR2, LAMTOR4, LAMTOR5, LARS, LEFTY1, LRPAP1, MAF1, MAP2, MAP3K3, MAPK8, MAPKAP1, METAP2, MLST8, MLXIP, MLXIPL, MRAP, MTMR3, NBN, NCBP1, NDUFA8, NFKBIA, PA2G4, PARK2, PDIA3, PDK1, PDPK1, PIH1D1, PLD2, PML, PPP2R2A, PREX1, PREX2, PRKAA1, PRKACA, PRKAR1A, PRKCA, PRKCD, PRKDC, PRR5, PRR5L, RAB1A, RAP1A, RAP2A, RHEB, RHEBL1, RICTOR, RP11-178C3.1, RPL23, RPL23A, RPL26, RPL5, RPS6, RPS6KA1, RPS6KB1, RPS6KB2, RPTOR, RRAGC, RRAGD, RUVBL1, RUVBL2, SENP2, SGK1, SIRT1, SKP2, SMAD4, SMDT1, SQSTM1, STAT1, STAT3, STK38, SUMO1, TELO2, TERF1, TERT, THADA, TNFAIP3, TP53, TPCN1, TPCN2, TRAF2, TRAF6, TRMT61A, TTI1, UBQLN1, ULK1, XPO4, XPO6, YWHAQ, YWHAZ, ZNRF2
MTPAP	AZI2, CALCOCO2, EID1, GRSF1, STK25, TBK1
MTPN	ATP6V1A, CAPZB, DPY30, GARS, HIF1AN, MTAP, NFKB1, NPLOC4, NUP93, PDIA3, PIP4K2A, PIP4K2C, PTPN11, RAB1A, RBBP4, REL, RELA, SMAD1
MTR	AGPAT9, AKAP13, ARPC1A, C4orf6, CDK18, DHX16, GRP, ILF2, LPCAT1, LSM4, MMACHC, MTRR, NAPG, SPATA5L1, THG1L, TPD52L2
MTRF1	CLPP, PARK7
MTRF1L	ACAD9, CHI3L1, HEMK1, MECR, PRPSAP2, TRMT61B
MTRNR2L1	EEF1A1, HSP90AA1, MPHOSPH8, PPA1, PRDX1, PSMA5, TDPX2, TRIM11, TRIM2, TSFM
MTRNR2L12	MTRNR2L2, MTRNR2L8
MTRNR2L2	MTRNR2L12, MTRNR2L8
MTRNR2L8	MTRNR2L12, MTRNR2L2, MTRNR2L8
